Date,Location,AlertCount,AlertLevel,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
23/10/14,Brisbane,2,m,12.7,27,0,7.6,11.6,NE,30,NW,NE,4,9,50,47,1022.6,1017.3,1,1,22.2,25.7,No,No
24/10/14,Brisbane,2,m,16.1,27.3,0,7.8,11,NE,31,NNE,NE,6,13,50,54,1022.8,1019.3,1,1,24.8,25,No,No
25/10/14,Brisbane,2,m,17.3,28.6,0,10,11.7,ENE,30,N,NE,6,13,49,57,1020.6,1015,2,1,24.6,26.2,No,No
26/10/14,Brisbane,2,m,18.1,29,0,7.8,10.8,NE,35,E,NNE,6,13,56,63,1016.4,1011.5,NA,1,26.2,26.9,No,No
27/10/14,Brisbane,2,m,20.5,34,0,8,9.8,NE,26,NNE,ENE,6,15,55,59,1011.6,1005.8,0,2,27.4,29.2,No,Yes
28/10/14,Brisbane,0,-1,21.2,34.2,2.6,9.8,10.5,E,37,ESE,ENE,7,11,29,58,1010.3,1009.2,1,1,33.9,28.1,Yes,No
29/10/14,Brisbane,0,-1,17.5,30.7,0,7.4,11.6,E,35,S,E,7,20,50,35,1014.8,1013.1,1,0,27.9,28.2,No,No
30/10/14,Brisbane,0,-1,18.2,28.8,0,10.4,11.6,ENE,28,E,NE,6,9,53,53,1017.7,1013.2,1,4,26.2,28.2,No,No
31/10/14,Brisbane,0,-1,21.6,30.4,0,7.4,11.6,NNE,33,N,NNE,6,13,58,56,1016.8,1013,4,2,27.1,28.1,No,No
01/11/14,Brisbane,0,-1,20.9,30.9,0,9.2,11.6,NNE,35,NNW,NNE,7,15,58,61,1016.5,1009.5,7,1,26.9,27.7,No,No
02/11/14,Brisbane,0,-1,21.2,31.2,0,8.8,8.7,E,37,S,ESE,6,20,50,55,1014.4,1014.5,5,3,30,26.2,No,No
03/11/14,Brisbane,0,-1,20.6,23.8,0,11.6,1.2,E,30,ESE,ESE,11,13,56,54,1022.3,1020.7,7,7,23.6,22.9,No,No
04/11/14,Brisbane,0,-1,15.3,26.4,0,5.3,10.2,E,28,ENE,ENE,6,15,56,49,1023.8,1020.4,4,3,22.4,23.7,No,No
05/11/14,Brisbane,0,-1,16.3,27,0,7,9.3,ENE,30,NE,ENE,6,13,54,50,1021.4,1016.8,6,2,23.5,24.8,No,No
06/11/14,Brisbane,0,-1,18.2,28.4,0,8.8,9,NE,33,NNW,NE,4,15,49,53,1015.9,1011.6,1,3,24.8,26.4,No,Yes
07/11/14,Brisbane,0,-1,19.5,29.1,9.2,7.8,10.6,ENE,24,N,NNE,2,11,59,53,1017.1,1015,5,7,26,27.7,Yes,No
08/11/14,Brisbane,0,-1,20.7,29.1,0,7.6,12,ENE,31,ESE,NE,7,13,47,44,1021.2,1018.2,1,1,26,26.9,No,No
09/11/14,Brisbane,0,-1,17,28.5,0,9.2,12.5,NE,24,WNW,ENE,7,13,50,50,1020.1,1017,1,1,24.8,26.7,No,No
10/11/14,Brisbane,0,-1,19.9,29.2,0,8,10.6,NE,28,N,NNE,7,13,53,50,1019.2,1015.5,5,7,26.9,26.9,No,No
11/11/14,Brisbane,9,m,18.8,29.9,0,9,10.2,NE,28,ENE,ENE,6,13,53,52,1016.6,1013.8,1,1,25.9,28.1,No,No
12/11/14,Brisbane,9,m,22.1,28.3,0,7.4,8.1,ESE,30,ENE,E,7,15,61,63,1016.8,1014.3,6,5,25.8,25.7,No,Yes
13/11/14,Brisbane,9,m,20.3,28.6,9.2,5.4,7.6,E,28,SE,ENE,4,13,78,61,1018.5,1016.2,7,6,23.9,26.2,Yes,No
14/11/14,Brisbane,9,m,20.9,30,0.2,7.2,12.5,NNE,31,N,NE,7,11,47,57,1018.7,1014.1,1,2,27.9,28.7,No,No
15/11/14,Brisbane,9,m,21.4,32.2,0,6,12.9,NE,30,ENE,NNE,6,13,51,56,1013.4,1007.3,0,0,29.6,30.9,No,No
16/11/14,Brisbane,9,m,23,38.9,0,9,10.8,W,35,ENE,NE,6,7,51,54,1007.2,1003.8,5,7,31.3,33.2,No,No
17/11/14,Brisbane,9,m,23.4,30.3,0,6.2,11.9,E,31,ESE,E,11,15,53,57,1013,1011.5,1,6,28.9,26.6,No,Yes
18/11/14,Brisbane,0,-1,22.3,28.3,2.6,9.6,4.2,ENE,24,S,NE,4,11,86,73,1016.2,1012.5,8,4,24,27.8,Yes,Yes
19/11/14,Brisbane,0,-1,24,30,13.8,5,4.5,SW,41,ENE,ENE,11,17,74,79,1017.7,1014,7,7,27.4,25.9,Yes,Yes
20/11/14,Brisbane,0,-1,19.1,28.9,56,7,10.8,NE,33,NE,NE,7,13,64,64,1018.2,1014.6,4,4,26.4,27.9,Yes,No
21/11/14,Brisbane,0,-1,22.8,30.4,0,6.6,11.7,NE,37,NNW,NE,7,13,62,67,1015.6,1011.1,5,5,28.4,28.9,No,No
22/11/14,Brisbane,0,-1,24.2,31.5,0,10.2,10.8,NE,37,NNW,NE,4,15,59,67,1014.8,1011.6,5,2,29.6,29.1,No,No
23/11/14,Brisbane,0,-1,24.1,30.4,0,9.8,11.2,NE,33,NNE,NNE,6,13,58,54,1017.8,1014.2,6,2,29.5,29.2,No,No
24/11/14,Brisbane,0,-1,22.6,30.5,0,11,12.2,NE,35,NNW,NE,9,15,52,65,1017.6,1013.1,3,5,28.2,27.6,No,No
25/11/14,Brisbane,0,-1,21.4,31.1,0,10.2,12.1,NNE,28,NW,NNE,7,9,48,52,1015.3,1011.6,3,5,28,29.9,No,Yes
26/11/14,Brisbane,0,-1,23.4,29.1,3.6,7.8,5.1,ENE,24,N,ENE,7,11,79,63,1017.2,1014.7,7,7,24.5,27.8,Yes,Yes
27/11/14,Brisbane,0,-1,23.4,32,3,6.8,10.4,SW,83,NNW,NE,6,13,54,51,1016.3,1012.1,6,1,28.7,30.1,Yes,Yes
28/11/14,Brisbane,0,-1,17.8,27.4,43.4,9.4,6.4,ESE,35,SE,E,7,17,71,59,1018.7,1017.9,7,7,25.2,24.9,Yes,No
29/11/14,Brisbane,0,-1,19.4,27.3,1,7.8,12.3,ENE,31,ESE,E,11,13,48,47,1019.4,1016.6,3,2,24.8,25.7,No,No
30/11/14,Brisbane,0,-1,16.4,27.8,0,9.6,12.9,NE,26,NW,ENE,4,15,50,48,1017.3,1013.7,3,5,25.2,26.5,No,No
01/12/14,Brisbane,0,-1,19.1,28.4,0,7.6,11.4,NNE,26,ENE,NE,7,11,51,46,1015.3,1012.2,3,1,25.1,26.8,No,No
02/12/14,Brisbane,0,-1,21.6,29.1,0,9.6,6.1,ENE,24,NE,NE,9,11,64,54,1016.4,1014.4,7,5,25.8,26.5,No,No
03/12/14,Brisbane,0,-1,20.2,29.8,0.2,8,12.5,ENE,31,N,NE,2,15,59,62,1017.8,1014.7,3,3,27.1,27.5,No,No
04/12/14,Brisbane,0,-1,22.7,30.3,0,7.8,9.9,NE,33,NNW,NE,9,15,59,57,1016.8,1013.2,6,7,27.6,28,No,No
05/12/14,Brisbane,0,-1,23.5,30,0,9.2,4.5,ENE,26,NNW,NE,6,9,58,62,1012.8,1008.9,7,7,26.3,27.3,No,Yes
06/12/14,Brisbane,0,-1,22,28.4,11.6,7.4,1.7,ENE,26,NA,NE,0,11,92,66,1009.8,1006.4,8,8,22.1,27,Yes,Yes
07/12/14,Brisbane,0,-1,22,30.3,1.4,4,11.1,NNE,31,NNW,NE,7,13,65,62,1008.6,1006.4,7,3,26.5,29,Yes,No
08/12/14,Brisbane,0,-1,24.4,30.4,0,7.4,3.3,NE,30,NNE,NNE,6,6,73,79,1012.2,1010.4,7,8,28.4,27.7,No,Yes
09/12/14,Brisbane,0,-1,21.7,33.2,25.2,5,8.5,ENE,28,WNW,NNE,6,13,64,59,1014.4,1010,6,6,27.9,30.1,Yes,No
10/12/14,Brisbane,0,-1,21.6,29.9,0.6,9.4,12.8,NE,24,NA,ENE,0,11,66,63,1013.9,1010.7,6,1,27.5,29,No,No
11/12/14,Brisbane,0,-1,24.4,32.2,0,7.4,4.1,WNW,30,NNW,WNW,7,13,67,87,1009.9,1005.4,5,7,29.2,24.4,No,Yes
12/12/14,Brisbane,0,-1,20.4,24.7,27,9.8,0.8,SE,30,SSE,NE,6,4,75,76,1009.1,1008.2,8,7,20.6,22.9,Yes,Yes
13/12/14,Brisbane,0,-1,18.7,24.9,3.8,5,0.1,SSE,35,SSE,SE,11,17,64,57,1011.2,1009.2,8,8,22.3,24,Yes,No
14/12/14,Brisbane,0,-1,18.7,26.3,0,4.8,4,SE,28,SSE,ESE,9,13,56,57,1010.4,1008.5,6,7,23.9,25.2,No,No
15/12/14,Brisbane,0,-1,17.6,28.8,0,7.2,13.3,NE,26,S,E,6,13,49,50,1011.5,1008.7,2,1,25.1,27.5,No,No
16/12/14,Brisbane,1,l,17.5,30,0,7.8,11.5,NE,26,NNE,NE,7,11,54,58,1010.5,1005.7,6,3,26.2,27.9,No,No
17/12/14,Brisbane,1,l,22.4,35,0,7.8,12.6,NE,24,ENE,NE,2,9,58,40,1006.7,1003.1,1,3,29.9,33.8,No,Yes
18/12/14,Brisbane,1,l,24.2,32.4,1.2,8,6.6,W,56,NE,NE,7,9,67,69,1010.5,1005.7,6,7,29,30.1,Yes,Yes
19/12/14,Brisbane,1,l,20.8,34.7,16.8,9.2,9.9,E,28,WNW,WSW,7,7,65,24,1011.7,1008.2,4,1,26,34.2,Yes,No
20/12/14,Brisbane,1,l,21.8,29.1,0,6.8,12.5,E,33,ESE,E,11,13,58,47,1016,1013.5,2,1,26.3,28.1,No,No
21/12/14,Brisbane,1,l,20.7,29.3,0,10.4,10.6,ENE,24,NNE,NE,6,13,62,55,1018.3,1015.6,4,1,25,27.4,No,No
22/12/14,Brisbane,1,l,18.9,28.5,0,7.2,12.1,ENE,30,ESE,E,9,19,56,53,1017.9,1015.5,2,2,25.5,26.8,No,No
23/12/14,Brisbane,0,-1,19.1,28.8,0,9.4,11.9,E,30,E,NNE,6,13,55,54,1016.9,1014.1,3,3,26.3,27.3,No,No
24/12/14,Brisbane,0,-1,20.8,30.3,0,8,12.1,NE,24,NNE,NE,4,13,55,52,1014.3,1011.5,1,1,27.3,28.7,No,No
25/12/14,Brisbane,0,-1,21,30.2,0,9,11.2,NE,24,NNE,NE,4,11,63,52,1013.9,1009.9,3,3,26.3,29.4,No,No
26/12/14,Brisbane,0,-1,24.4,31.7,0,8.8,6.9,NE,22,N,NNE,6,9,61,57,1011.8,1009.1,6,7,28.1,30,No,Yes
27/12/14,Brisbane,0,-1,20.9,23.4,7.2,8.6,0,SW,30,SW,SW,2,6,89,90,1014.5,1013.9,8,8,21.9,21.4,Yes,Yes
28/12/14,Brisbane,0,-1,19.6,27,22.4,0.2,0.3,WSW,13,SW,SW,2,4,95,74,1014.8,1011.4,8,7,21.1,26,Yes,Yes
29/12/14,Brisbane,0,-1,21,29.9,6,1.6,4.8,ENE,20,NA,ENE,0,7,78,71,1010.8,1006.9,7,7,26.2,28.4,Yes,No
30/12/14,Brisbane,0,-1,22.1,35.5,1,5.2,11.7,SSE,22,WNW,N,4,6,70,51,1009.4,1005.6,5,2,29,34,No,No
31/12/14,Brisbane,0,-1,23.8,33.9,0,5.8,10.7,E,30,SSE,ENE,4,13,55,62,1009.6,1009.2,2,6,31,30.5,No,Yes
01/01/15,Brisbane,0,-1,25.2,31.3,12.2,7,12.1,E,26,NNE,NE,6,13,67,64,1014.9,1012.7,5,4,29.4,30.2,Yes,No
02/01/15,Brisbane,0,-1,24.8,30.5,0.2,9,10.3,ENE,28,NE,NE,9,13,68,69,1018.2,1016.6,5,7,28.1,27.8,No,Yes
03/01/15,Brisbane,0,-1,24.6,28.9,1.2,4.2,4.2,E,35,ENE,NE,6,11,82,64,1019.4,1017.3,8,6,25.6,28.3,Yes,Yes
04/01/15,Brisbane,0,-1,21.1,30.2,16.8,7.6,12,ENE,26,E,ENE,9,13,59,53,1018,1014.5,4,3,27.6,28.8,Yes,No
05/01/15,Brisbane,0,-1,21.8,28.1,0,8.8,3.8,ESE,20,ESE,SSW,6,4,69,80,1015.9,1015.2,7,7,26.8,23.7,No,Yes
06/01/15,Brisbane,0,-1,21.5,29.5,21.6,5.8,12.1,E,33,ESE,E,15,17,62,48,1017.5,1016.4,7,3,26.9,28.5,Yes,No
07/01/15,Brisbane,0,-1,20.6,27.1,0,9,3.6,SSE,33,SE,ESE,15,9,64,59,1017.7,1016.1,7,7,26.9,26.3,No,Yes
08/01/15,Brisbane,0,-1,19.8,28.4,1.8,5.6,3.9,E,31,SE,E,11,7,68,70,1016,1013.4,6,7,25.5,25.7,Yes,Yes
09/01/15,Brisbane,0,-1,20.8,29.5,3.6,4.2,11.8,E,26,E,ENE,4,13,63,60,1013.4,1010.5,4,2,26.8,28.8,Yes,No
10/01/15,Brisbane,0,-1,22.1,30.2,0,7.6,10.9,NE,28,NE,ENE,11,13,63,55,1012.8,1010.9,3,6,28,29.1,No,No
11/01/15,Brisbane,0,-1,23.4,28.2,0,7.8,0.9,ENE,19,W,E,4,9,76,75,1011.6,1008,7,7,26.8,26.8,No,Yes
12/01/15,Brisbane,0,-1,22.5,30.4,14.6,4.2,1.1,ESE,31,SW,ESE,4,6,81,94,1009.9,1007.5,8,8,25.9,23.5,Yes,Yes
13/01/15,Brisbane,0,-1,22.6,28.4,38.6,2.6,2.2,ENE,24,E,NE,7,13,78,69,1009.7,1007,7,7,26.4,26.9,Yes,No
14/01/15,Brisbane,0,-1,24.5,30.3,0.2,4.8,3.9,NA,24,N,NE,6,13,64,68,1006.9,1003.6,7,7,27,29.1,No,NA
15/01/15,Brisbane,0,-1,24.4,36,0,3.8,11.1,W,37,W,W,11,20,66,37,1004.6,1001.2,6,3,29.5,35.3,NA,No
16/01/15,Brisbane,0,-1,23.1,32.5,0,10.4,13.1,ENE,24,SSW,NE,4,13,56,60,1008.8,1006,1,1,29.2,30.8,No,No
17/01/15,Brisbane,0,-1,24,35.3,0,8,12.7,ENE,24,WSW,NNE,6,9,67,60,1009.4,1005.6,1,3,29,32,No,No
18/01/15,Brisbane,0,-1,25.9,36.7,0,8,11.7,E,30,SSW,ENE,6,13,65,52,1009.5,1005.7,3,2,31,33.5,No,No
19/01/15,Brisbane,0,-1,26.5,31.8,0,7.6,9.3,ENE,31,SE,ENE,13,15,71,58,1008.7,1006.8,4,3,29.6,30.6,No,Yes
20/01/15,Brisbane,0,-1,20.6,29.2,35.8,10.8,9.4,ESE,35,ENE,E,13,17,67,58,1012.7,1008.8,7,6,25.9,27.5,Yes,No
21/01/15,Brisbane,0,-1,21.3,30,0.2,7.4,8,E,28,SSE,ESE,6,13,82,64,1009.9,1007.7,7,7,23.6,27.6,No,No
22/01/15,Brisbane,1,m,23.2,28.6,1,9.2,2.1,ENE,31,ESE,E,7,13,67,77,1009.6,1008,8,8,27.6,26.4,No,Yes
23/01/15,Brisbane,1,m,22,24.8,100.4,3.4,0,SE,37,NA,SE,0,6,93,95,1008.3,1005.7,8,8,22,22.5,Yes,Yes
24/01/15,Brisbane,1,m,20,30.8,65.2,3,5.4,ESE,22,SE,E,7,2,84,59,1006.3,1004.4,8,6,24.8,30.3,Yes,No
25/01/15,Brisbane,1,m,22.1,36.7,0,3.4,12.6,W,28,WNW,NE,4,9,67,59,1006.2,1002.6,1,2,29.3,32.2,No,No
26/01/15,Brisbane,1,m,24.9,33.1,0,6.2,7.8,ESE,30,ENE,ESE,4,15,66,54,1006.8,1004.9,3,6,31,32,No,No
27/01/15,Brisbane,1,m,23.7,30.2,0,7.8,9.2,E,30,ESE,E,9,13,62,63,1007.7,1005,5,5,28.5,28.1,No,Yes
28/01/15,Brisbane,1,m,19.5,28.1,5.2,7.2,1,SSE,33,SW,SSE,7,11,85,61,1006.8,1005.4,7,8,21,26.1,Yes,No
29/01/15,Brisbane,1,l,20.4,28.9,0,4.6,11,E,26,SSW,E,7,15,53,58,1008.9,1006.4,5,3,24.8,26.6,No,Yes
30/01/15,Brisbane,1,l,20.2,29,3.8,7.8,11.2,NE,22,NE,NNE,4,9,63,58,1009.9,1006.3,6,2,25.2,28.3,Yes,No
31/01/15,Brisbane,1,l,19.8,31.8,0,7.4,11.4,SSE,33,E,NE,6,13,62,62,1008.2,1003.5,1,2,26.8,29.8,No,Yes
01/02/15,Brisbane,1,l,20.3,34.4,17.2,7.8,12.8,ENE,24,SW,SW,4,7,71,26,1007.6,1003.6,1,1,26.8,34.2,Yes,No
02/02/15,Brisbane,1,l,22.1,29.6,0,5.6,8.8,SSE,43,SSE,ESE,9,17,66,56,1010,1008.5,6,2,26.8,27.9,No,Yes
03/02/15,Brisbane,1,l,20.7,29.6,2.2,7.2,5.7,NA,43,S,SE,6,13,64,52,1012.3,1009.8,7,5,26.8,28.8,Yes,NA
04/02/15,Brisbane,1,l,19.8,28.6,2.2,7.4,9.5,ESE,41,S,ESE,7,17,55,58,1012,1010.7,3,3,25.2,26.1,NA,No
05/02/15,Brisbane,1,m,20.7,29.2,0,6.8,9.6,SSE,39,SE,ESE,15,15,50,51,1017.6,1016.9,4,3,26.5,28.3,No,Yes
06/02/15,Brisbane,1,m,20.2,28.3,2.8,8.8,10.4,SSE,37,SE,ESE,17,17,60,44,1022.6,1020.7,5,1,25.6,27.9,Yes,No
07/02/15,Brisbane,1,m,19.5,29.3,0.2,11,11.2,E,26,SSE,E,11,11,73,54,1023.5,1019.9,7,7,22.3,27,No,No
08/02/15,Brisbane,1,m,20.8,29.9,0.2,7.4,11.9,ENE,22,SSE,ENE,4,11,60,58,1020.5,1017.8,2,1,25.9,28.7,No,No
09/02/15,Brisbane,1,m,19.6,30.3,0,6.4,12.5,SE,33,SE,E,9,17,61,45,1019.5,1018.2,3,3,26.7,29.6,No,Yes
10/02/15,Brisbane,1,m,20.6,29,5.2,9,9.4,ESE,39,SE,E,7,13,80,89,1020.5,1019.6,2,7,24.6,22.6,Yes,Yes
11/02/15,Brisbane,1,m,20.3,28.9,12.2,8,9,E,30,S,ESE,9,11,82,47,1020.2,1017.6,6,1,22.5,28.5,Yes,Yes
12/02/15,Brisbane,1,m,20.6,28.9,8.4,7.2,9.6,E,28,ESE,ESE,7,11,68,54,1019.3,1017.2,7,4,26.6,28.4,Yes,Yes
13/02/15,Brisbane,1,m,20.2,29.6,1.6,7.4,8.2,ESE,35,ESE,E,11,17,70,68,1019.7,1018.7,5,6,26.4,25.7,Yes,No
14/02/15,Brisbane,1,m,19.8,29,0.4,6.6,10.2,SSE,30,SE,E,9,15,65,49,1021.4,1017.9,5,3,26.1,28,No,No
15/02/15,Brisbane,1,m,21.1,28.8,0.2,8.4,9.5,E,24,W,E,4,11,72,49,1018.5,1014.9,6,3,24.1,27.9,No,No
16/02/15,Brisbane,1,m,19.5,29.4,0.4,8,11.8,ESE,26,SE,E,7,13,62,48,1016.8,1013.6,3,3,26.8,28.3,No,No
17/02/15,Brisbane,1,m,20.1,29.1,0.4,9,11.6,SE,33,ESE,SE,11,11,60,62,1016.2,1014.8,6,4,26.2,26.3,No,No
18/02/15,Brisbane,1,m,20.2,29.2,0.2,8.2,5.9,ESE,35,ESE,ESE,15,9,60,86,1016.4,1014.8,5,5,27.6,24.3,No,Yes
19/02/15,Brisbane,0,-1,22.5,26.8,4.6,5.2,0,SE,33,ESE,ESE,13,13,79,89,1016.5,1014.2,8,8,25.5,24.6,Yes,Yes
20/02/15,Brisbane,0,-1,21.8,22.6,54,4.8,0,SE,30,SSE,SW,2,6,95,95,1012.3,1009.8,8,8,22.4,22,Yes,Yes
21/02/15,Brisbane,0,-1,21.4,27.3,89.2,6,0,SSE,37,S,SSE,6,9,96,96,1007.3,1003.7,8,8,22,23.9,Yes,Yes
22/02/15,Brisbane,0,-1,22,31.4,68.4,5,7.5,SSE,28,SSW,SE,11,7,66,79,1009.5,1008.7,7,7,27.2,26.9,Yes,Yes
23/02/15,Brisbane,0,-1,22.6,30.6,4.4,4.6,10.9,SSE,33,SSE,SE,9,13,72,59,1011.6,1009.2,7,2,26.6,30.1,Yes,No
24/02/15,Brisbane,0,-1,22.3,30.8,0.4,6.6,10.5,SE,31,SE,E,11,20,74,60,1012,1008.7,6,1,25.9,28.8,No,No
25/02/15,Brisbane,0,-1,21.8,29.8,0,6.6,10.6,SSE,31,SE,E,7,15,69,60,1012.4,1009.7,7,3,26.4,28.8,No,No
26/02/15,Brisbane,0,-1,20.5,29.8,0.2,8,9.9,E,22,SE,E,6,11,62,60,1010.1,1007,3,3,26.4,27.8,No,Yes
27/02/15,Brisbane,0,-1,22.1,30.2,1.8,6.4,8.4,ENE,20,W,NE,6,9,83,56,1009.2,1006.6,7,1,24.3,29.5,Yes,No
28/02/15,Brisbane,0,-1,22.6,30.1,0.2,6.2,9.4,ENE,24,NNW,E,4,11,65,64,1011.1,1008.6,4,3,27.2,28.6,No,No
01/03/15,Brisbane,0,-1,21.8,31.3,0,6.2,9.5,NNE,20,W,NE,6,7,73,59,1011.1,1007.8,4,1,27,30.2,No,No
02/03/15,Brisbane,0,-1,23,31.6,0,6.4,11.3,SE,33,SSW,ESE,7,15,64,57,1013,1011,5,4,27.8,29.1,No,No
03/03/15,Brisbane,0,-1,21.1,30.6,0,8.4,11.5,ENE,24,SE,ENE,7,15,63,56,1015.9,1012.6,3,1,27.2,29.1,No,No
04/03/15,Brisbane,1,m,19.9,30.5,0,7,11.8,ENE,22,NW,NNE,4,7,60,50,1014.8,1010.9,2,1,27.2,29.9,No,No
05/03/15,Brisbane,1,m,21.5,36.1,0,8,11.7,ESE,41,NA,NE,0,11,61,58,1008.6,1002.5,0,1,29,33.1,No,No
06/03/15,Brisbane,1,m,23.1,28.6,0,8.4,6.3,SSE,37,E,ENE,9,9,59,57,1009.7,1006.3,7,4,27.3,27.5,No,No
07/03/15,Brisbane,1,m,20.6,30.2,0,4.8,10.9,ENE,24,W,NE,6,11,67,62,1010.9,1009.4,1,2,26.3,29.3,No,No
08/03/15,Brisbane,1,m,21,30.9,0,6.4,11.3,E,24,S,ENE,4,11,65,57,1013,1010.3,2,2,27.4,29.3,No,No
09/03/15,Brisbane,1,m,22.8,31.6,0,6.6,10.3,ENE,24,SSW,ENE,6,9,69,57,1012.6,1010,5,3,27.5,30.1,No,No
10/03/15,Brisbane,1,m,23.6,30.6,0,5.8,10.8,E,30,E,E,9,13,66,57,1014.6,1012.9,2,1,28.4,29.7,No,No
11/03/15,Brisbane,1,h,21.3,30.1,0,8.4,10,E,33,ESE,E,9,15,65,57,1015.7,1013.2,4,3,27.7,28.9,No,No
12/03/15,Brisbane,1,h,20.9,29.9,0,8,10,E,28,SSE,ESE,7,13,65,46,1014.5,1011.8,7,2,26.2,28.5,No,No
13/03/15,Brisbane,1,h,19.9,29.5,0,7.6,9,SE,35,SE,ESE,9,17,60,51,1014,1011.9,1,2,26.9,28.8,No,No
14/03/15,Brisbane,1,h,19.9,28.8,0,7.6,9.9,ESE,31,SW,ESE,9,11,60,50,1014.5,1010.3,7,2,24.2,27.8,No,No
15/03/15,Brisbane,1,h,17.8,32.3,0,7,11.2,E,37,SW,SSW,7,9,58,31,1009.7,1006.2,1,4,24.3,31.1,No,No
16/03/15,Brisbane,1,h,19,28.5,0,7.4,11.1,E,26,SSW,ESE,9,13,52,52,1014.8,1011.9,1,2,24.6,26.5,No,No
17/03/15,Brisbane,1,h,21.1,28.8,0,7.4,9.7,ENE,20,WSW,ENE,2,7,51,49,1016.5,1013.1,1,1,26.1,26.9,No,No
18/03/15,Brisbane,13,m,21.8,28.9,0,8,7.4,SW,31,SW,NW,11,7,61,56,1018.1,1011,7,3,24.4,28.5,No,Yes
19/03/15,Brisbane,13,m,19.8,33.5,7.6,4.8,11.1,ENE,20,NNW,ENE,6,13,55,58,1013.2,1009.4,1,1,27.8,31.6,Yes,No
20/03/15,Brisbane,13,m,23.9,32.4,0,6.4,8.1,NNE,20,SW,NNE,4,7,76,62,1014.5,1011.5,7,1,27.3,31.7,No,No
21/03/15,Brisbane,13,m,24.7,30.3,0.2,5.8,1.9,E,57,NE,NW,4,6,80,98,1017.6,1016.5,7,8,26.5,22.3,No,Yes
22/03/15,Brisbane,13,m,20.6,26.3,68,3.2,1.6,ENE,26,WSW,NA,4,0,87,88,1019.2,1016.4,7,7,24,24.4,Yes,Yes
23/03/15,Brisbane,13,m,20.1,28.3,81.8,3.2,8.8,E,19,SSE,NE,6,9,81,57,1018.3,1014.4,6,1,23.6,27.6,Yes,No
24/03/15,Brisbane,13,m,20,30.5,0,5,10.6,NE,20,SW,NE,6,9,76,59,1017,1012.6,6,1,24.8,29.1,No,No
25/03/15,Brisbane,1,m,22.7,31.7,0,7.2,9.4,NE,24,NW,NE,6,9,66,67,1015.6,1013,2,1,27.5,29.9,No,Yes
26/03/15,Brisbane,1,m,23.4,30.7,3.8,6,8.3,E,24,N,NE,6,9,72,64,1018.1,1015,6,4,28.2,28.9,Yes,No
27/03/15,Brisbane,1,m,22.5,31.1,0,6,8.4,E,26,SW,ESE,6,9,74,65,1018.8,1015.8,6,4,27,28.1,No,No
28/03/15,Brisbane,1,m,22.3,28.5,0,5.8,4.7,ENE,24,SSE,E,7,13,75,50,1020.9,1018.7,7,5,25.5,27.8,No,No
29/03/15,Brisbane,1,m,19.9,28.5,0,6,9.9,ENE,24,ENE,ENE,11,11,59,53,1023.3,1020.9,5,3,26.2,27.4,No,No
30/03/15,Brisbane,1,m,19.9,28.1,0,5.8,4.6,ENE,26,SW,ENE,4,9,73,55,1024.1,1020.7,7,6,23.1,25.7,No,No
31/03/15,Brisbane,1,m,19.8,26.1,0,5.8,0.5,E,22,SW,ENE,4,7,74,64,1023.3,1020.3,7,7,23,24.8,No,Yes
01/04/15,Brisbane,0,-1,19.1,24.8,68.2,5,0,ESE,26,WSW,ESE,6,6,94,74,1023.2,1018.8,8,8,19.4,24.2,Yes,Yes
02/04/15,Brisbane,0,-1,19.3,26.7,8.8,2.4,3,ENE,30,S,S,6,4,75,83,1019.5,1015.8,5,7,24.7,24.2,Yes,Yes
03/04/15,Brisbane,0,-1,21,27.7,38.4,6,8.1,E,28,S,ENE,2,15,87,67,1019.1,1015.9,7,3,24,26.8,Yes,No
04/04/15,Brisbane,0,-1,21,28.5,0.4,5.6,6.3,ENE,19,WSW,NE,2,7,84,64,1014.9,1009.9,7,7,23.6,27.9,No,Yes
05/04/15,Brisbane,0,-1,21.7,28.5,1.8,1.8,8.2,WNW,33,NW,WNW,6,17,85,52,1008.8,1005.8,6,3,24.1,27.9,Yes,No
06/04/15,Brisbane,0,-1,17.2,28.5,0,5.8,9.5,NNE,20,WSW,NE,7,7,67,52,1010.8,1007.3,5,5,23.2,NA,No,No
07/04/15,Brisbane,0,-1,17.2,28.4,0,5.2,6.4,W,31,N,NNW,4,4,67,56,1011.1,1009.2,7,7,NA,28,No,No
08/04/15,Brisbane,0,-1,16.8,26.5,0,6,10.8,WSW,33,W,W,7,11,34,28,1017.4,1014.2,3,1,21,26.3,No,No
09/04/15,Brisbane,0,-1,14.1,26.9,0,9,10.5,ENE,20,SW,NE,7,7,51,45,1019.3,1016.5,5,4,20.5,25.6,No,No
10/04/15,Brisbane,0,-1,16.8,27.2,0,5.2,9,E,20,SSW,S,6,6,55,46,1020.8,1017.6,1,6,22.2,25.8,No,No
11/04/15,Brisbane,0,-1,19,26.5,0,6.2,7.9,SSE,26,SSW,ESE,7,13,65,55,1019.6,1016.4,7,4,21.5,25.6,No,No
12/04/15,Brisbane,0,-1,16.7,28.7,0,5.2,10.4,W,20,SW,NE,6,7,65,56,1018.7,1014.5,1,4,22.3,25.6,No,No
